id,sent0,sent1,label
4533,قد تجد فيلا في ال+ غاب +ة,قد تجد آكل ال+ نمل في ال+ غاب +ة,1
4534,جورج عنصري . كره جورج مشرف +ه ال+ مكسيكي,جورج عنصري . أحب جورج مشرف +ه ال+ مكسيكي,1
4535,س+ تذهب إلى حمام ال+ سباح +ة ل+ تناول ال+ عشاء .,س+ تذهب إلى مطعم ل+ تناول ال+ عشاء .,0
4536,لا يحتاج رجل واحد ساق ال+ حذاء,يحتاج ال+ شخص ذو ال+ أرجل ال+ واحد +ة إلى حذاء واحد فقط .,0
4537,علم +ت إيمي كلب +ها أن يهز أسنان +ه,علم +ت إيمي كلب +ها ب+ مصافح +ة,0
4538,شيء قد يحدث نتيج +ة ل+ حضور حفل +ة موسيقي +ة كلاسيكي +ة هو أن +ك قد تستمتع ب+ فيلم,شيء قد يحدث نتيج +ة ل+ حضور حفل +ة موسيقي +ة كلاسيكي +ة هو أن +ك قد تستمتع ب+ ال+ موسيقى,0
4539,ال+ نشاط الذي يمكن +ك ال+ قيام ب+ +ه هو إيذاء ال+ ناس,ال+ نشاط الذي يمكن +ك ال+ قيام ب+ +ه هو مساعد +ة ال+ ناس,0
4540,شعر +نا ب+ ال+ امتلاء بعد مغادرتنا ال+ صال +ة ال+ رياضي +ة .,شعر +نا ب+ ال+ امتلاء بعد مغادرتنا ال+ مطعم .,0
4541,عندما ظهر +ت Sungura و Fox ، ألهقت جميع ال+ حيوان +ات .,عندما ظهر +ت Sungura و Fox ، أمس +ك جميع ال+ حيوان +ات .,1
4542,تشرق ال+ شمس من ال+ غرب كل يوم,تشرق ال+ شمس من ال+ شرق كل يوم,0
4543,مآزر تحافظ على ال+ مطر,معطف واقي من ال+ مطر يحفظ ال+ مطر,0
4544,رصيف متحرك ل+ ال+ نقل,رصيف متحرك ل+ ال+ سباح +ة,1
4545,ال+ مياه ال+ معدني +ة صالح +ة ل+ ال+ شرب,مياه ال+ صرف ال+ صحي صالح +ة ل+ ال+ شرب,1
4546,ال+ تواصل هو ل+ تبادل ال+ أفكار .,ال+ نوم ل+ تبادل ال+ أفكار .,1
4547,إذا +كن +ت ترغب في ال+ بقاء على قيد ال+ حيا +ة في جزير +ة مهجور +ة ، ف+ أنت ب+ حاج +ة إلى ال+ عثور على ال+ مال,إذا +كن +ت ترغب في ال+ بقاء على قيد ال+ حيا +ة في جزير +ة مهجور +ة ، ف+ أنت ب+ حاج +ة إلى ال+ عثور على ال+ ماء,0
4548,يعمل جميع ال+ مبرمج +ين مع أجهز +ة ال+ كمبيوتر .,يلعب جميع ال+ طلاب مع أجهز +ة ال+ كمبيوتر .,1
4549,اغسل يد +ي +ك قبل ال+ أكل,اغسل قدم +ي +ك قبل تناول ال+ طعام,1
4550,بكى ال+ طفل عندما ولد .,زحف ال+ طفل عندما ولد .,1
4551,سيجعلك ال+ شرب ترغب في إفراغ ال+ مثان +ة,ال+ شرب سيجعلك تريد تفريغ معد +ت +ك,1
4552,تجلس عند مشاهد +ة مسرحي +ة في ال+ مسرح .,تتجول عند مشاهد +ة مسرحي +ة في ال+ مسرح .,1
4553,أحد ال+ أشياء التي تفعل +ها عندما تشن ال+ حرب هو تقبيل ال+ ناس,أحد ال+ أشياء التي تفعل +ها عندما تشن ال+ حرب هو قتل ال+ ناس,0
4554,شيء تجد +ه في حفل ال+ زفاف هو ال+ أصدقاء,شيء تجد +ه في حفل زفاف هو صاروخ,1
4555,ال+ رجل ال+ حديدي بطل +ة في عالم Marvel,ال+ رجل ال+ حديدي هو بطل ذكر في عالم Marvel,1
4556,ال+ قنبل +ة مصنوع +ة من ال+ كبريت,ال+ قنبل +ة مصنوع +ة من ال+ خشب,1
4557,أريد فقط ل+ شراء سيار +ة !,أريد شراء طفل,1
4558,يمكن ل+ ال+ أطفال ال+ حصول على ال+ نمش .,يمكن أن تحتوي ال+ حجار +ة على ال+ نمش .,1
4559,ال+ مجوهر +ات قيم +ة,ال+ مجوهر +ات لا قيم +ة ل+ +ها,1
4560,ال+ نبيذ صلب,ال+ نبيذ سائل,0
4561,تأثير عواء ال+ ضحك هو ال+ فرح في ال+ داخل,تأثير ال+ عواء مع ال+ بكاء هو ال+ فرح ال+ داخلي,1
4562,ممثل يلعب شخصي +ة في مسرحي +ة .,ممثل يلعب ال+ ألعاب في مسرحي +ة .,1
4563,ال+ قطط تحب ال+ سمك,ال+ سمك يحب ال+ قطط,1
4564,ال+ أطفال لدي +هم أب و+ أم .,ال+ أطفال ليس لدي +هم أم .,1
4565,هناك ال+ عديد من صابون ال+ طماطم في ال+ وعاء .,هناك ال+ عديد من حساء ال+ طماطم في ال+ وعاء .,0
4566,نشأ +ت ساندي على ال+ قمر,نشأ ساندي في ال+ مزرع +ة,0
4567,قاد باميلا عبر ال+ حدود,قاد باميلا في ال+ حدود,1
4568,فناء أمام +ي أمام مبنى,يوجد فناء خلفي أمام مبنى,1
4569,جانيس تقلى كعك +ة عيد ميلاد,خبز جانيس كعك +ة عيد ميلاد,0
4570,وضع +ت جين ال+ ملاحظ +ات على ورق +ة .,وضع +ت جين ال+ ملاحظ +ات ال+ مسجل +ة في كتاب .,0
4571,ضرب ال+ برق ال+ شمس,ضرب ال+ برق ال+ شجر +ة,0
4572,عياد +ة ال+ أسنان ل+ ال+ فحص ال+ بدني .,عياد +ة ال+ أسنان ل+ فحص ال+ أسنان .,0
4573,يمكن ل+ أي شخص تقريب +ا إتقان لغ +ت +ه ال+ أصلي +ة,يمكن ل+ أي شخص تقريب +ا إتقان لغ +ة أجنبي +ة,1
4574,يستخدم ال+ مشهد ل+ مساعد +ة ال+ جمهور على تصور ال+ بيئ +ة ال+ محاكا +ة,يستخدم ال+ فيلم ل+ مساعد +ة ال+ جمهور على تصور ال+ بيئ +ة ال+ محاكا +ة,1
4575,شيء ما قد تفعل +ه هو حمل ال+ هاتف عندما تلعب ال+ لعب +ة,شيء قد تفعل +ه هو وضع حجر عندما تلعب ال+ لعب +ة,1
4576,تحتاج شوك +ة ل+ تناول ال+ حساء,تحتاج إلى ملعق +ة ل+ تناول ال+ حساء,0
4577,ال+ مخ يخزن ال+ ماء,ال+ مخ يخزن ال+ ذكري +ات,0
4578,قد تجد قطار +ا في ال+ سماء,قد تجد طائر +ا في ال+ سماء,0
4579,يحتاج ال+ قطار إلى مسار ل+ ال+ قياد +ة,تحتاج ال+ سيار +ة إلى مسار ال+ قياد +ة,1
4580,ال+ قرنبيط نباتي .,ال+ قرنبيط من ال+ خضرو +ات .,0
4581,حصل أوسكار على إطار ذكي,حصل أوسكار على إطار مخروق,0
4582,يمكن ل+ ال+ أرنب أن يركض .,يمكن تشغيل ال+ حصان .,0
4583,يمكن +نا رؤي +ة ال+ قمر ال+ ليل +ة .,يمكن +نا رؤي +ة ال+ شمس ال+ ليل +ة .,1
4584,نحل +ة تجمع ال+ عسل من زهر +ة,نحل +ة تجمع ال+ عسل من حجر,1
4585,يمكن ل+ ال+ مرء فتح طبق,يمكن ل+ ال+ مرء أن يفتح ال+ باب,0
4586,يمكن استخدام ال+ تفاح ل+ ال+ أكل .,يمكن استخدام ال+ حجر ل+ ال+ أكل .,1
4587,ركض جون حول برك +ة ال+ سفين +ة ، و+ سقط .,ركض جون حول أنبوب ال+ سفين +ة ، و+ سقط في ال+ بحر .,1
4588,سوف نضحك عندما نرى مأسا +ة .,س+ نضح +ك عندما نرى كوميديا .,0
4589,ال+ شيء الذي قد ترغب في ال+ قيام ب+ +ه قبل ال+ سفر إلى بلد آخر هو تنزيل فيلم,ال+ شيء الذي قد ترغب في ال+ قيام ب+ +ه قبل ال+ سفر إلى بلد آخر هو تنزيل خريط +ة,0
4590,جين لا تعرف عيد ميلاد +ها .,جين لا تعرف حفل +ة عيد ميلاد +ها .,0
4591,يمكن أن تتطلب ال+ هواتف ال+ كهرباء ل+ ال+ عمل,يمكن أن تتطلب ال+ هواتف ال+ ماء ل+ ال+ عمل,1
4592,صعد ويل ال+ عديد من ال+ مراقب +ين .,لقد تسلق ويل ال+ مزيد من ال+ جبال .,0
4593,ال+ تحضير ل+ تصبح طبيب +ا هو ال+ حصول على شهاد +ة تأهيل ال+ محامي,ال+ تحضير ل+ تصبح محامي +ا هو ال+ حصول على شهاد +ة تأهيل محام,0
4594,ارتداء ال+ ملابس ال+ لطيف +ة يمكن أن يزعج ال+ ناس .,ارتداء ال+ ملابس ال+ جميل +ة يمكن أن يبهر ال+ ناس .,0
4595,إذا +كن +ت ترغب في ال+ حصول على دور +ة ، ف+ يجب علي +ك ال+ ذهاب إلى مكتب ال+ تسجيل,إذا +كن +ت ترغب في أخذ دور +ة يجب علي +ك ال+ ذهاب إلى ال+ مرحاض,1
4596,هبط رجل على ال+ قمر .,عاش رجل على ال+ قمر .,1
4597,يرتدي ال+ شمالي +ون ال+ قمصان في ال+ هواء ال+ طلق في فصل ال+ شتاء,يرتدي ال+ شمالي +ون معطف +ا في ال+ هواء ال+ طلق في فصل ال+ شتاء,0
4598,علم +ت ليز +ا جون كيف يتنفس,علم +ت ليز +ا جون كيفي +ة ال+ قراء +ة,0
4599,أحد ال+ أشياء التي تفعل +ها عند ال+ نوم هو حمل كتاب,أحد ال+ أشياء التي تفعل +ها عندما تقرأ هو ال+ احتفاظ ب+ كتاب,0
4600,يمكن استخدام ال+ قفاز +ات ل+ حماي +ة يد +ي +ك .,يمكن استخدام ال+ بساتين ل+ حماي +ة يد +ي +ك .,1
4601,يمكن ل+ ال+ خشب أن يوصل ال+ كهرباء,يمكن ل+ ال+ معادن توصيل ال+ كهرباء,0
4602,يحب جيري تناول ال+ خبز مع صلص +ة ال+ صويا على ال+ فطور,يحب جيري تناول ال+ خبز ب+ ال+ زبد +ة على ال+ إفطار .,0
4603,تجد كوكب +ا في ال+ فضاء,تجد كوكب +ا في غرف +ة ال+ نوم,1
4604,ال+ نبات أصفر,ال+ نبات أخضر,0
4605,تأثير ال+ ذهاب إلى ال+ متجر هو كسب ال+ مال,أثر ال+ ذهاب إلى ال+ متجر هو إنفاق ال+ مال,0
4606,ما علي +ك ال+ قيام ب+ +ه قبل تناول ال+ عشاء هو تناول ال+ طعام,ما علي +ك ال+ قيام ب+ +ه قبل تناول ال+ عشاء هو شراء ال+ طعام,0
4607,من ال+ مرجح أن تجد طبق حساء في ال+ حمام,من ال+ مرجح أن تجد طبق صابون في ال+ حمام,0
4608,إذا +كن +ت تريد تصفح ال+ ويب ، ف+ علي +ك شراء جهاز كمبيوتر أول +ا .,إذا +كن +ت تريد تصفح ال+ سلاح ، ف+ علي +ك شراء جهاز كمبيوتر أول +ا .,1
4609,اشتر +ت سال +ي سيار +ة جديد +ة .,اشتر +ت سال +ي طائر +ة ركاب,1
4610,لقد مشوا مساف +ة ميل +ين .,لقد مشوا متر +ين .,1
4611,أبي يغسل قدم +ي +ه قبل كل وجب +ة,أبي يغسل يد +ي +ه قبل كل وجب +ة,0
4612,أحاول عدم تدخين ال+ سجائر .,أحاول عدم تدخين ال+ كزبر +ة .,1
4613,ال+ حرير يشعر ب+ ال+ نعوم +ة .,تبدو ال+ أحجار ناعم +ة .,1
4614,ال+ حديد هو أحد ال+ مواد ل+ صنع ال+ سكاكين,ال+ حجر هو أحد ال+ مواد ل+ صنع ال+ سكاكين,1
4615,يمكن ل+ ال+ قوارب تطفو في ال+ ماء,يمكن ل+ ال+ قوارب تطفو في ال+ سماء,1
4616,شيء تجد +ه في ال+ مطعم هو نمر .,شيء تجد +ه في ال+ مطعم هو هامبرغر,0
4617,إناء هو عنصر زخرفي,إناء هو مائد +ة,1
4618,دجاج في ال+ برك +ة,بط +ة في ال+ برك +ة,0
4619,ترتفع درج +ة ال+ حرار +ة و+ يتحول ال+ ماء إلى جليد .,تنخفض درج +ة ال+ حرار +ة و+ يتحول ال+ ماء إلى جليد .,0
4620,ال+ شيء الذي علي +ك ال+ قيام ب+ +ه قبل أن تذهب في عطل +ة هو ال+ غناء,كل ما علي +ك ال+ قيام ب+ +ه قبل أن تذهب في عطل +ة هو حزم +ة,0
4621,يلعب ال+ أطفال مع +ا كل يوم .,كان ال+ أطفال يفترس +ون كل يوم .,1
4622,معظم ال+ ناس يحب +ون كعك +ة ال+ شوكولات +ة,لا أحد يحب كعك +ة ال+ شوكولات +ة,1
4623,يمكن +ك أن تأكل ال+ حجر عندما تشعر ب+ ال+ جوع,يمكن +ك أن تأكل رغيف عندما تشعر ب+ ال+ جوع,0
4624,يمكن +ك إطعام ال+ كلب ب+ طعام ال+ كلب,يمكن +ك إطعام ال+ كلب ب+ طعام ال+ قط,1
4625,تقبيل شخص ما ل+ إظهار اشمئزاز +ك,تقبيل شخص ما هو إظهار عاطف +ت +ك,0
4626,خنزير ربما في ال+ صف,شيلا ربما في ال+ صف,0
4627,يمكن رؤي +ة أورانوس من ال+ قمر,يمكن رؤي +ة ال+ أرض من ال+ قمر,0
4628,تشرق ال+ شمس من ال+ شرق كل يوم,تشرق ال+ شمس من ال+ غرب كل يوم,1
4629,يجب على ال+ مرء أن يشرب كثير +ا قبل ال+ قياد +ة,س+ يجعل ال+ شرب ال+ قياد +ة خطير +ة,0
4630,عندما يكون هناك برق ، يرى ال+ ناس دائم +ا ال+ فلاش أول +ا ، و+ يتبع +ه ال+ رعد,عندما يكون هناك برق ، يسمع ال+ ناس دائم +ا ال+ رعد أول +ا ، و+ يتبع +ه ال+ فلاش,1
4631,يمكن ل+ ال+ ناس صنع كر +ة ال+ ثلج في ال+ صيف,يمكن ل+ ال+ ناس صنع كر +ة ال+ ثلج في ال+ شتاء,0
4632,س+ تصبح ال+ أرضي +ة زلق +ة إذا كان هناك ماء علي +ها,س+ تكون ال+ أرضي +ة أكثر أمان +ا ل+ ال+ مشي إذا كان هناك ماء علي +ها,1
4633,ال+ حرب هي كارث +ة ل+ ال+ جنس ال+ بشري,ال+ حرب هي نعم +ة ل+ ال+ جنس ال+ بشري,1
4634,يحتاج ال+ ناس إلى ال+ كثير من ال+ ضوضاء ل+ ال+ دراس +ة,يحتاج ال+ ناس إلى مكان هادئ ل+ ال+ دراس +ة,0
4635,يمكن أن يكون ال+ جبن في همبرغر,يمكن أن يكون ال+ بنزين في ال+ هامبرغر,1
4636,يمكن ل+ ال+ ناس ال+ تنفس في ال+ ماء,س+ يغرق ال+ ناس في ال+ ماء,0
4637,يحتوي معظم سعر ال+ منتج على ضريب +ة,معظم ال+ منتج +ات معفا +ة من ال+ ضرائب,1
4638,سوف تكسب ال+ مزيد من ال+ أصدقاء عن طريق شتم ال+ آخر +ين,سوف تكسب ال+ مزيد من ال+ أصدقاء من خلال ال+ تحدث أكثر مع ال+ آخر +ين,0
4639,يجب على ال+ ناس ال+ تحدث ب+ صوت أعلى في ال+ سينما,يجب أن يكون ال+ ناس هادئ +ين في ال+ سينما,0
4640,يرتدي نظار +ة شمسي +ة ل+ أن +ه قصير ال+ نظر,يرتدي نظار +ة شمسي +ة ل+ أن +ها مشمس +ة هنا,0
4641,يجب على ال+ مرء أن يقود ال+ سيار +ة على ال+ طريق,ينبغي ل+ ال+ مرء أن يقود ال+ سيار +ة على ال+ رصيف,1
4642,هبط +ت طائر +ة على مكتب +ي,هبط +ت طائر +ة على ال+ مدرج,0
4643,يقوم بعض ال+ أشخاص ب+ غلي ال+ وعاء ال+ ساخن في ال+ مفاعل,بعض ال+ ناس يغلي وعاء ساخن على فرن,0
4644,قام ال+ مهندس +ون ب+ بناء جسر في غرف +ة ال+ صف,بنى ال+ مهندس +ون جسر +ا فوق نهر,0
4645,رأي +ت بقر +ة تمشي في شجر +ة,رأي +ت عش طائر في شجر +ة,0
4646,يكتب ال+ أستاذ على ال+ شاطئ مع فرع شجر +ة,يكتب ال+ أستاذ على ال+ شاطئ ب+ قلم +ه,1
4647,أنهى قناص +نا عدو +ا على بعد 800 ميل,أنهى قناص +نا عدو +ا على بعد ميل واحد,0
4648,يجب أن نغلق ال+ نافذ +ة إذا كان +ت هناك عاصف +ة,يجب أن نفتح ال+ نافذ +ة إذا كان +ت هناك عاصف +ة,1
4649,يجب على ال+ مرء أن يمارس ال+ مزيد من أجل ال+ حصول على درج +ات جيد +ة,ينبغي ل+ ال+ مرء أن يشارك في ال+ مزيد من ال+ أحزاب من أجل ال+ حصول على درج +ات جيد +ة,1
4650,ال+ جو حار جد +ا في ال+ خارج ، لذا حطم +نا مكيف ال+ هواء,ال+ جو حار جد +ا في ال+ خارج ، ل+ ذلك قم +نا ب+ تشغيل مكيف ال+ هواء,0
4651,يقضي ال+ أشخاص ال+ عصري +ون ال+ مزيد و+ ال+ مزيد من ال+ وقت في مشاهد +ة هواتف +هم ال+ محمول +ة,يقضي ال+ ناس ال+ عصري +ون ال+ مزيد و+ ال+ مزيد من ال+ وقت في مشاهد +ة ال+ طوب,1
4652,أعد ال+ منظم مشروب +ات ال+ طاق +ة ل+ ال+ رياضي +ين,قام ال+ منظم ب+ إعداد ال+ مبيد +ات ل+ ال+ رياضي +ين,1
